timestamp,user,action,resource,status,ip_address,label
2025-06-26 20:33:35.215874,hacker1,shutdown,root.cfg,fail,222.13.5.66,1
2025-06-26 13:31:12.215874,user2,edit,report.pdf,success,192.168.1.1,0
2025-06-26 18:44:00.215874,unknown,delete,secret.docx,fail,123.45.67.89,1
2025-06-26 14:43:55.215874,hacker1,unauthorized_access,admin.db,fail,172.16.254.1,1
2025-06-26 10:53:46.215874,user2,edit,data.csv,success,10.0.0.1,0
2025-06-26 12:21:38.215874,user5,edit,file1.txt,success,10.0.0.1,0
2025-06-26 19:29:43.215874,intruder,unauthorized_access,root.cfg,denied,123.45.67.89,1
2025-06-26 17:29:35.215874,user4,view,report.pdf,success,10.0.0.1,0
2025-06-26 11:26:45.215874,intruder,unauthorized_access,root.cfg,denied,123.45.67.89,1
2025-06-26 15:33:19.215874,intruder,shutdown,admin.db,fail,172.16.254.1,1
2025-06-26 12:44:49.215874,unknown,delete,secret.docx,fail,123.45.67.89,1
2025-06-26 10:30:29.215874,unknown,unauthorized_access,admin.db,fail,123.45.67.89,1
2025-06-26 10:16:21.215874,unknown,unauthorized_access,root.cfg,denied,172.16.254.1,1
2025-06-26 13:00:01.215874,unknown,shutdown,secret.docx,denied,222.13.5.66,1
2025-06-26 12:37:14.215874,intruder,shutdown,root.cfg,fail,123.45.67.89,1
2025-06-26 16:14:13.215874,unknown,unauthorized_access,root.cfg,fail,172.16.254.1,1
2025-06-26 17:55:21.215874,hacker1,unauthorized_access,root.cfg,denied,172.16.254.1,1
2025-06-26 14:44:00.215874,user5,view,file1.txt,success,192.168.1.1,0
2025-06-26 10:33:56.215874,intruder,unauthorized_access,root.cfg,denied,172.16.254.1,1
2025-06-26 20:41:10.215874,intruder,delete,root.cfg,fail,123.45.67.89,1
2025-06-26 14:22:45.215874,user4,view,report.pdf,success,10.0.0.1,0
2025-06-26 10:52:17.215874,user4,view,file1.txt,success,192.168.1.2,0
2025-06-26 20:42:40.215874,intruder,delete,admin.db,denied,123.45.67.89,1
2025-06-26 14:28:07.215874,unknown,unauthorized_access,admin.db,fail,222.13.5.66,1
2025-06-26 14:08:45.215874,user5,view,data.csv,success,192.168.1.2,0
2025-06-26 14:04:03.215874,user2,view,report.pdf,success,192.168.1.1,0
2025-06-26 10:25:20.215874,hacker1,delete,root.cfg,fail,172.16.254.1,1
2025-06-26 21:15:36.215874,user4,edit,file1.txt,success,192.168.1.1,0
2025-06-26 21:47:27.215874,hacker1,unauthorized_access,root.cfg,denied,172.16.254.1,1
2025-06-26 17:58:52.215874,user4,view,file1.txt,success,192.168.1.2,0
2025-06-26 14:54:23.215874,user4,view,file1.txt,success,10.0.0.1,0
2025-06-26 16:50:01.215874,unknown,shutdown,root.cfg,fail,172.16.254.1,1
2025-06-26 12:35:57.215874,hacker1,delete,admin.db,fail,123.45.67.89,1
2025-06-26 14:53:07.215874,hacker1,delete,root.cfg,denied,222.13.5.66,1
2025-06-26 13:18:28.215874,user1,download,report.pdf,success,192.168.1.1,0
2025-06-26 11:56:15.215874,hacker1,delete,root.cfg,fail,123.45.67.89,1
2025-06-26 19:28:30.215874,user3,download,report.pdf,success,10.0.0.1,0
2025-06-26 16:52:24.215874,intruder,shutdown,secret.docx,denied,172.16.254.1,1
2025-06-26 11:28:34.215874,user4,login,file1.txt,success,10.0.0.1,0
2025-06-26 09:36:56.215874,intruder,unauthorized_access,root.cfg,fail,172.16.254.1,1
2025-06-26 13:22:41.215874,hacker1,shutdown,admin.db,denied,172.16.254.1,1
2025-06-26 21:37:01.215874,hacker1,unauthorized_access,admin.db,denied,172.16.254.1,1
2025-06-26 17:40:07.215874,user5,view,report.pdf,success,10.0.0.1,0
2025-06-26 18:59:06.215874,unknown,unauthorized_access,admin.db,denied,222.13.5.66,1
2025-06-26 19:57:14.215874,user2,view,data.csv,success,192.168.1.1,0
2025-06-26 16:49:31.215874,user2,view,data.csv,success,192.168.1.2,0
2025-06-26 19:49:49.215874,user4,edit,file1.txt,success,10.0.0.1,0
2025-06-26 11:25:43.215874,hacker1,unauthorized_access,secret.docx,fail,123.45.67.89,1
2025-06-26 13:12:57.215874,user1,view,file1.txt,success,192.168.1.1,0
2025-06-26 13:54:04.215874,hacker1,shutdown,admin.db,fail,172.16.254.1,1
2025-06-26 19:09:40.215874,intruder,delete,admin.db,fail,123.45.67.89,1
2025-06-26 14:50:44.215874,user1,view,file1.txt,success,10.0.0.1,0
2025-06-26 17:23:49.215874,user1,login,report.pdf,success,192.168.1.2,0
2025-06-26 09:47:48.215874,user4,login,data.csv,success,10.0.0.1,0
2025-06-26 09:38:44.215874,unknown,shutdown,root.cfg,fail,123.45.67.89,1
2025-06-26 15:57:42.215874,user3,download,report.pdf,success,192.168.1.2,0
2025-06-26 17:52:43.215874,user5,view,file1.txt,success,192.168.1.1,0
2025-06-26 13:14:40.215874,user3,login,data.csv,success,10.0.0.1,0
2025-06-26 21:00:03.215874,intruder,shutdown,secret.docx,fail,222.13.5.66,1
2025-06-26 13:01:35.215874,user5,view,file1.txt,success,10.0.0.1,0
2025-06-26 11:09:54.215874,user4,edit,data.csv,success,192.168.1.1,0
2025-06-26 19:49:27.215874,intruder,shutdown,secret.docx,denied,222.13.5.66,1
2025-06-26 21:47:05.215874,user1,view,file1.txt,success,10.0.0.1,0
2025-06-26 14:34:57.215874,unknown,unauthorized_access,secret.docx,fail,222.13.5.66,1
2025-06-26 20:08:21.215874,user3,login,data.csv,success,10.0.0.1,0
2025-06-26 17:17:36.215874,hacker1,unauthorized_access,admin.db,denied,172.16.254.1,1
2025-06-26 15:28:53.215874,unknown,shutdown,root.cfg,fail,123.45.67.89,1
2025-06-26 14:23:21.215874,hacker1,unauthorized_access,root.cfg,denied,222.13.5.66,1
2025-06-26 10:27:17.215874,unknown,shutdown,secret.docx,fail,123.45.67.89,1
2025-06-26 13:31:44.215874,user2,edit,file1.txt,success,192.168.1.2,0
2025-06-26 10:17:26.215874,user1,view,file1.txt,success,192.168.1.1,0
2025-06-26 13:08:05.215874,user1,edit,report.pdf,success,192.168.1.2,0
2025-06-26 09:53:22.215874,user1,view,file1.txt,success,192.168.1.2,0
2025-06-26 16:14:17.215874,user1,download,file1.txt,success,192.168.1.2,0
2025-06-26 17:23:41.215874,hacker1,shutdown,secret.docx,fail,172.16.254.1,1
2025-06-26 13:37:56.215874,unknown,shutdown,admin.db,denied,222.13.5.66,1
2025-06-26 20:51:54.215874,user2,view,report.pdf,success,10.0.0.1,0
2025-06-26 16:41:01.215874,user2,download,file1.txt,success,192.168.1.1,0
2025-06-26 17:37:40.215874,hacker1,unauthorized_access,admin.db,denied,123.45.67.89,1
2025-06-26 19:31:08.215874,user1,edit,file1.txt,success,192.168.1.1,0
2025-06-26 20:40:39.215874,intruder,delete,root.cfg,denied,222.13.5.66,1
2025-06-26 16:44:58.215874,intruder,delete,root.cfg,fail,123.45.67.89,1
2025-06-26 14:46:28.215874,hacker1,shutdown,secret.docx,fail,222.13.5.66,1
2025-06-26 18:32:46.215874,intruder,delete,root.cfg,fail,172.16.254.1,1
2025-06-26 21:11:46.215874,intruder,unauthorized_access,root.cfg,fail,222.13.5.66,1
2025-06-26 17:54:23.215874,hacker1,shutdown,secret.docx,fail,172.16.254.1,1
2025-06-26 16:47:38.215874,user1,edit,file1.txt,success,10.0.0.1,0
2025-06-26 16:21:33.215874,user5,view,file1.txt,success,192.168.1.1,0
2025-06-26 12:01:39.215874,user1,login,file1.txt,success,10.0.0.1,0
2025-06-26 17:30:31.215874,user2,view,report.pdf,success,192.168.1.1,0
2025-06-26 16:57:27.215874,user3,login,data.csv,success,192.168.1.1,0
2025-06-26 10:30:42.215874,user5,view,report.pdf,success,10.0.0.1,0
2025-06-26 10:33:04.215874,unknown,unauthorized_access,secret.docx,denied,222.13.5.66,1
2025-06-26 16:36:00.215874,unknown,shutdown,admin.db,denied,222.13.5.66,1
2025-06-26 15:39:42.215874,user4,view,data.csv,success,192.168.1.2,0
2025-06-26 10:11:32.215874,unknown,delete,root.cfg,denied,222.13.5.66,1
2025-06-26 17:07:11.215874,user4,view,report.pdf,success,192.168.1.2,0
2025-06-26 12:29:59.215874,user1,edit,report.pdf,success,192.168.1.1,0
2025-06-26 15:41:54.215874,user3,edit,data.csv,success,10.0.0.1,0
2025-06-26 16:22:00.215874,unknown,delete,admin.db,fail,123.45.67.89,1
2025-06-26 15:08:54.215874,hacker1,shutdown,secret.docx,denied,123.45.67.89,1
2025-06-26 09:23:26.215874,hacker1,shutdown,root.cfg,fail,222.13.5.66,1
2025-06-26 19:01:42.215874,user1,login,file1.txt,success,192.168.1.1,0
2025-06-26 10:13:18.215874,user2,login,report.pdf,success,10.0.0.1,0
2025-06-26 12:02:22.215874,user1,login,file1.txt,success,192.168.1.2,0
2025-06-26 20:48:09.215874,user2,view,file1.txt,success,192.168.1.1,0
2025-06-26 17:24:04.215874,intruder,delete,admin.db,fail,123.45.67.89,1
2025-06-26 12:26:53.215874,intruder,delete,admin.db,fail,123.45.67.89,1
2025-06-26 15:35:05.215874,unknown,shutdown,root.cfg,fail,172.16.254.1,1
2025-06-26 13:32:08.215874,unknown,shutdown,secret.docx,fail,222.13.5.66,1
2025-06-26 11:40:49.215874,unknown,unauthorized_access,root.cfg,denied,123.45.67.89,1
2025-06-26 11:47:03.215874,intruder,delete,admin.db,fail,123.45.67.89,1
2025-06-26 09:31:18.215874,user4,edit,file1.txt,success,192.168.1.1,0
2025-06-26 18:21:24.215874,hacker1,delete,secret.docx,denied,123.45.67.89,1
2025-06-26 18:19:21.215874,unknown,delete,root.cfg,fail,172.16.254.1,1
2025-06-26 21:21:27.215874,user3,login,file1.txt,success,192.168.1.2,0
2025-06-26 12:23:55.215874,user4,view,report.pdf,success,192.168.1.1,0
2025-06-26 17:58:15.215874,hacker1,shutdown,admin.db,fail,222.13.5.66,1
2025-06-26 11:02:57.215874,hacker1,shutdown,secret.docx,denied,172.16.254.1,1
2025-06-26 17:07:13.215874,hacker1,shutdown,secret.docx,denied,222.13.5.66,1
2025-06-26 15:46:06.215874,user1,login,report.pdf,success,192.168.1.1,0
2025-06-26 14:23:32.215874,hacker1,unauthorized_access,secret.docx,denied,172.16.254.1,1
2025-06-26 09:32:18.215874,intruder,delete,admin.db,denied,123.45.67.89,1
2025-06-26 10:12:08.215874,user2,view,data.csv,success,192.168.1.2,0
2025-06-26 19:28:18.215874,unknown,delete,admin.db,fail,123.45.67.89,1
2025-06-26 09:24:18.215874,hacker1,delete,root.cfg,denied,172.16.254.1,1
2025-06-26 15:52:56.215874,intruder,delete,secret.docx,denied,123.45.67.89,1
2025-06-26 13:28:06.215874,intruder,delete,secret.docx,fail,222.13.5.66,1
2025-06-26 16:05:09.215874,unknown,delete,secret.docx,denied,123.45.67.89,1
2025-06-26 14:07:26.215874,unknown,shutdown,secret.docx,denied,172.16.254.1,1
2025-06-26 13:07:52.215874,unknown,delete,secret.docx,fail,222.13.5.66,1
2025-06-26 21:32:34.215874,user5,view,report.pdf,success,192.168.1.2,0
2025-06-26 20:03:44.215874,intruder,unauthorized_access,admin.db,fail,172.16.254.1,1
2025-06-26 11:42:28.215874,user5,view,data.csv,success,10.0.0.1,0
2025-06-26 20:27:03.215874,user1,login,data.csv,success,192.168.1.2,0
2025-06-26 10:16:01.215874,hacker1,delete,root.cfg,denied,222.13.5.66,1
2025-06-26 15:46:33.215874,user1,download,report.pdf,success,192.168.1.2,0
2025-06-26 09:28:48.215874,intruder,delete,root.cfg,denied,172.16.254.1,1
2025-06-26 13:48:44.215874,user2,edit,data.csv,success,192.168.1.1,0
2025-06-26 10:21:17.215874,hacker1,unauthorized_access,root.cfg,fail,222.13.5.66,1
2025-06-26 10:19:12.215874,unknown,delete,secret.docx,denied,172.16.254.1,1
2025-06-26 17:18:54.215874,user2,view,data.csv,success,192.168.1.2,0
2025-06-26 20:38:56.215874,hacker1,unauthorized_access,secret.docx,denied,123.45.67.89,1
2025-06-26 18:37:25.215874,user5,view,report.pdf,success,10.0.0.1,0
2025-06-26 14:00:04.215874,unknown,shutdown,secret.docx,denied,172.16.254.1,1
2025-06-26 09:30:32.215874,unknown,unauthorized_access,secret.docx,denied,222.13.5.66,1
2025-06-26 18:57:00.215874,user1,view,file1.txt,success,192.168.1.1,0
2025-06-26 17:09:09.215874,intruder,delete,admin.db,fail,123.45.67.89,1
2025-06-26 17:16:22.215874,hacker1,unauthorized_access,secret.docx,fail,222.13.5.66,1
2025-06-26 16:47:44.215874,hacker1,unauthorized_access,admin.db,fail,222.13.5.66,1
2025-06-26 17:14:40.215874,intruder,shutdown,secret.docx,denied,222.13.5.66,1
2025-06-26 17:31:58.215874,user1,view,file1.txt,success,192.168.1.1,0
2025-06-26 20:35:31.215874,hacker1,shutdown,admin.db,fail,222.13.5.66,1
2025-06-26 18:58:49.215874,user3,edit,report.pdf,success,192.168.1.2,0
2025-06-26 14:35:27.215874,user3,view,file1.txt,success,192.168.1.2,0
2025-06-26 10:54:23.215874,intruder,shutdown,admin.db,fail,222.13.5.66,1
2025-06-26 09:51:23.215874,unknown,delete,admin.db,fail,222.13.5.66,1
2025-06-26 18:16:43.215874,hacker1,shutdown,secret.docx,fail,123.45.67.89,1
2025-06-26 19:15:04.215874,intruder,shutdown,admin.db,denied,222.13.5.66,1
2025-06-26 10:21:31.215874,hacker1,shutdown,admin.db,fail,172.16.254.1,1
2025-06-26 21:12:36.215874,intruder,shutdown,admin.db,fail,123.45.67.89,1
2025-06-26 18:30:15.215874,user3,login,file1.txt,success,192.168.1.2,0
2025-06-26 14:17:06.215874,hacker1,unauthorized_access,secret.docx,denied,222.13.5.66,1
2025-06-26 20:05:42.215874,user3,login,file1.txt,success,192.168.1.1,0
2025-06-26 20:14:36.215874,user1,login,report.pdf,success,10.0.0.1,0
2025-06-26 15:55:58.215874,unknown,unauthorized_access,admin.db,denied,123.45.67.89,1
2025-06-26 13:17:47.215874,user2,download,report.pdf,success,10.0.0.1,0
2025-06-26 12:27:32.215874,user3,view,data.csv,success,192.168.1.2,0
2025-06-26 10:46:15.215874,hacker1,delete,admin.db,fail,123.45.67.89,1
2025-06-26 13:00:03.215874,user4,edit,report.pdf,success,10.0.0.1,0
2025-06-26 17:09:12.215874,unknown,unauthorized_access,secret.docx,denied,222.13.5.66,1
2025-06-26 21:43:16.215874,user5,edit,report.pdf,success,192.168.1.2,0
2025-06-26 19:08:54.215874,user4,edit,data.csv,success,192.168.1.1,0
2025-06-26 21:04:06.215874,user1,view,report.pdf,success,192.168.1.1,0
2025-06-26 11:44:15.215874,user3,view,report.pdf,success,192.168.1.2,0
2025-06-26 20:20:23.215874,hacker1,unauthorized_access,admin.db,fail,222.13.5.66,1
2025-06-26 19:22:59.215874,user5,edit,file1.txt,success,192.168.1.2,0
2025-06-26 21:19:20.215874,unknown,unauthorized_access,secret.docx,fail,222.13.5.66,1
2025-06-26 11:19:54.215874,user5,view,report.pdf,success,192.168.1.2,0
2025-06-26 11:23:20.215874,user5,login,file1.txt,success,192.168.1.2,0
2025-06-26 19:04:31.215874,hacker1,shutdown,secret.docx,denied,172.16.254.1,1
2025-06-26 19:58:10.215874,user2,download,report.pdf,success,192.168.1.1,0
2025-06-26 17:46:53.215874,intruder,delete,root.cfg,denied,222.13.5.66,1
2025-06-26 18:01:38.215874,hacker1,shutdown,admin.db,denied,123.45.67.89,1
2025-06-26 20:28:50.215874,user5,view,report.pdf,success,10.0.0.1,0
2025-06-26 13:12:20.215874,user2,view,file1.txt,success,192.168.1.1,0
2025-06-26 19:56:37.215874,intruder,delete,secret.docx,fail,172.16.254.1,1
2025-06-26 15:31:48.215874,user2,view,file1.txt,success,192.168.1.1,0
2025-06-26 12:34:39.215874,hacker1,delete,root.cfg,fail,172.16.254.1,1
2025-06-26 21:13:35.215874,intruder,delete,root.cfg,fail,172.16.254.1,1
2025-06-26 21:47:02.215874,intruder,delete,admin.db,fail,172.16.254.1,1
2025-06-26 14:45:50.215874,user5,login,report.pdf,success,10.0.0.1,0
2025-06-26 19:46:10.215874,user3,view,file1.txt,success,10.0.0.1,0
2025-06-26 15:32:03.215874,user4,view,data.csv,success,10.0.0.1,0
2025-06-26 19:43:52.215874,user4,view,data.csv,success,192.168.1.1,0
2025-06-26 13:47:51.215874,hacker1,shutdown,root.cfg,denied,123.45.67.89,1
2025-06-26 16:02:51.215874,unknown,unauthorized_access,root.cfg,denied,172.16.254.1,1
2025-06-26 10:13:09.215874,user5,view,report.pdf,success,192.168.1.2,0
2025-06-26 17:10:44.215874,user4,edit,data.csv,success,192.168.1.2,0
2025-06-26 21:04:16.215874,unknown,shutdown,admin.db,fail,172.16.254.1,1
2025-06-26 18:39:22.215874,intruder,shutdown,admin.db,denied,172.16.254.1,1
2025-06-26 10:14:27.215874,hacker1,delete,secret.docx,fail,123.45.67.89,1
2025-06-26 11:29:10.215874,intruder,unauthorized_access,admin.db,fail,123.45.67.89,1
2025-06-26 21:04:56.215874,intruder,delete,secret.docx,fail,172.16.254.1,1
2025-06-26 18:19:38.215874,intruder,shutdown,secret.docx,fail,123.45.67.89,1
2025-06-26 17:43:20.215874,hacker1,shutdown,root.cfg,denied,222.13.5.66,1
2025-06-26 16:47:42.215874,user1,view,data.csv,success,192.168.1.2,0
2025-06-26 18:03:05.215874,unknown,unauthorized_access,admin.db,fail,123.45.67.89,1
2025-06-26 14:45:09.215874,intruder,unauthorized_access,admin.db,denied,172.16.254.1,1
2025-06-26 17:58:31.215874,user3,edit,file1.txt,success,192.168.1.1,0
2025-06-26 20:42:02.215874,user3,edit,data.csv,success,10.0.0.1,0
2025-06-26 14:13:12.215874,user1,edit,file1.txt,success,192.168.1.1,0
2025-06-26 12:01:33.215874,intruder,unauthorized_access,root.cfg,fail,222.13.5.66,1
2025-06-26 10:40:45.215874,intruder,delete,admin.db,fail,123.45.67.89,1
2025-06-26 15:50:57.215874,user4,view,file1.txt,success,10.0.0.1,0
2025-06-26 19:10:37.215874,user4,download,report.pdf,success,192.168.1.2,0
2025-06-26 10:14:43.215874,unknown,shutdown,root.cfg,denied,123.45.67.89,1
2025-06-26 20:10:21.215874,intruder,unauthorized_access,root.cfg,denied,222.13.5.66,1
2025-06-26 14:28:33.215874,unknown,shutdown,root.cfg,fail,222.13.5.66,1
2025-06-26 16:12:34.215874,user2,edit,file1.txt,success,192.168.1.1,0
2025-06-26 17:28:13.215874,hacker1,shutdown,admin.db,denied,123.45.67.89,1
2025-06-26 17:06:25.215874,hacker1,delete,secret.docx,fail,172.16.254.1,1
2025-06-26 12:56:18.215874,intruder,shutdown,secret.docx,denied,222.13.5.66,1
2025-06-26 18:43:54.215874,hacker1,delete,admin.db,fail,123.45.67.89,1
2025-06-26 16:10:05.215874,hacker1,shutdown,root.cfg,denied,222.13.5.66,1
2025-06-26 19:50:51.215874,user3,view,report.pdf,success,192.168.1.1,0
2025-06-26 21:14:20.215874,user2,login,file1.txt,success,192.168.1.2,0
2025-06-26 19:43:13.215874,unknown,unauthorized_access,root.cfg,denied,172.16.254.1,1
2025-06-26 21:38:24.215874,user5,edit,data.csv,success,192.168.1.2,0
2025-06-26 11:44:05.215874,intruder,delete,root.cfg,fail,123.45.67.89,1
2025-06-26 13:35:03.215874,intruder,unauthorized_access,admin.db,fail,222.13.5.66,1
2025-06-26 18:50:38.215874,user3,login,file1.txt,success,192.168.1.1,0
2025-06-26 09:25:01.215874,hacker1,unauthorized_access,admin.db,fail,222.13.5.66,1
2025-06-26 18:39:29.215874,unknown,unauthorized_access,secret.docx,denied,172.16.254.1,1
2025-06-26 19:50:24.215874,hacker1,shutdown,admin.db,fail,172.16.254.1,1
2025-06-26 11:27:35.215874,intruder,shutdown,admin.db,denied,172.16.254.1,1
2025-06-26 21:40:33.215874,unknown,delete,admin.db,denied,123.45.67.89,1
2025-06-26 10:50:42.215874,user4,edit,file1.txt,success,10.0.0.1,0
2025-06-26 11:46:09.215874,user4,view,file1.txt,success,10.0.0.1,0
2025-06-26 14:09:28.215874,intruder,unauthorized_access,admin.db,fail,222.13.5.66,1
2025-06-26 16:52:24.215874,unknown,delete,secret.docx,denied,123.45.67.89,1
2025-06-26 17:28:16.215874,intruder,delete,admin.db,denied,222.13.5.66,1
2025-06-26 20:09:27.215874,user5,login,file1.txt,success,10.0.0.1,0
2025-06-26 21:39:40.215874,unknown,delete,admin.db,denied,172.16.254.1,1
2025-06-26 18:23:13.215874,unknown,delete,root.cfg,denied,123.45.67.89,1
2025-06-26 20:02:35.215874,unknown,shutdown,admin.db,denied,123.45.67.89,1
2025-06-26 17:54:00.215874,user3,download,report.pdf,success,10.0.0.1,0
2025-06-26 14:12:21.215874,hacker1,shutdown,admin.db,denied,123.45.67.89,1
2025-06-26 14:08:09.215874,user5,login,report.pdf,success,192.168.1.1,0
2025-06-26 13:04:27.215874,user1,edit,file1.txt,success,10.0.0.1,0
2025-06-26 14:13:16.215874,user5,view,file1.txt,success,192.168.1.2,0
2025-06-26 21:04:00.215874,user1,edit,data.csv,success,10.0.0.1,0
2025-06-26 16:12:10.215874,intruder,shutdown,admin.db,denied,222.13.5.66,1
2025-06-26 15:02:09.215874,user3,login,data.csv,success,192.168.1.2,0
2025-06-26 17:44:22.215874,intruder,unauthorized_access,secret.docx,denied,123.45.67.89,1
2025-06-26 16:20:17.215874,unknown,unauthorized_access,secret.docx,fail,172.16.254.1,1
2025-06-26 21:30:06.215874,intruder,shutdown,root.cfg,fail,172.16.254.1,1
2025-06-26 15:52:56.215874,user3,view,report.pdf,success,192.168.1.2,0
2025-06-26 16:34:13.215874,hacker1,unauthorized_access,secret.docx,fail,172.16.254.1,1
2025-06-26 10:51:50.215874,user4,view,report.pdf,success,10.0.0.1,0
2025-06-26 19:56:01.215874,hacker1,delete,secret.docx,fail,222.13.5.66,1
2025-06-26 10:49:42.215874,unknown,unauthorized_access,admin.db,denied,222.13.5.66,1
2025-06-26 12:18:10.215874,user3,download,data.csv,success,192.168.1.2,0
2025-06-26 19:52:54.215874,user1,download,data.csv,success,10.0.0.1,0
2025-06-26 19:41:53.215874,user3,download,file1.txt,success,192.168.1.2,0
2025-06-26 18:12:48.215874,unknown,shutdown,admin.db,fail,172.16.254.1,1
2025-06-26 21:31:02.215874,user1,login,report.pdf,success,192.168.1.1,0
2025-06-26 18:18:18.215874,hacker1,delete,secret.docx,fail,123.45.67.89,1
2025-06-26 18:22:42.215874,hacker1,shutdown,secret.docx,denied,123.45.67.89,1
2025-06-26 10:03:44.215874,user2,login,file1.txt,success,192.168.1.2,0
2025-06-26 21:45:10.215874,hacker1,delete,root.cfg,denied,123.45.67.89,1
2025-06-26 13:54:05.215874,user4,view,data.csv,success,10.0.0.1,0
2025-06-26 13:12:02.215874,hacker1,unauthorized_access,admin.db,fail,222.13.5.66,1
2025-06-26 14:39:42.215874,intruder,shutdown,secret.docx,denied,123.45.67.89,1
2025-06-26 09:54:30.215874,hacker1,unauthorized_access,admin.db,denied,222.13.5.66,1
2025-06-26 09:45:17.215874,unknown,shutdown,root.cfg,fail,172.16.254.1,1
2025-06-26 11:02:12.215874,unknown,shutdown,admin.db,fail,123.45.67.89,1
2025-06-26 13:54:34.215874,user5,view,report.pdf,success,192.168.1.1,0
2025-06-26 20:34:58.215874,user5,view,report.pdf,success,192.168.1.1,0
2025-06-26 13:08:57.215874,user1,login,file1.txt,success,10.0.0.1,0
2025-06-26 11:22:12.215874,user4,view,file1.txt,success,10.0.0.1,0
2025-06-26 15:21:57.215874,user5,view,report.pdf,success,192.168.1.1,0
2025-06-26 11:12:25.215874,user3,view,file1.txt,success,192.168.1.1,0
2025-06-26 14:07:26.215874,hacker1,delete,admin.db,denied,172.16.254.1,1
2025-06-26 14:21:26.215874,intruder,shutdown,admin.db,fail,222.13.5.66,1
2025-06-26 19:46:12.215874,unknown,unauthorized_access,admin.db,denied,222.13.5.66,1
2025-06-26 16:20:35.215874,user5,view,report.pdf,success,192.168.1.1,0
2025-06-26 17:41:49.215874,intruder,shutdown,root.cfg,denied,123.45.67.89,1
2025-06-26 15:20:43.215874,hacker1,shutdown,root.cfg,fail,123.45.67.89,1
2025-06-26 21:03:40.215874,intruder,delete,secret.docx,fail,123.45.67.89,1
2025-06-26 19:53:37.215874,hacker1,shutdown,root.cfg,denied,172.16.254.1,1
2025-06-26 19:43:23.215874,user5,view,data.csv,success,192.168.1.1,0
2025-06-26 16:32:48.215874,user4,view,data.csv,success,192.168.1.1,0
2025-06-26 11:59:58.215874,intruder,delete,root.cfg,denied,172.16.254.1,1
2025-06-26 12:39:40.215874,user5,view,file1.txt,success,192.168.1.1,0
2025-06-26 13:06:47.215874,unknown,delete,admin.db,denied,222.13.5.66,1
2025-06-26 16:37:33.215874,unknown,delete,secret.docx,fail,123.45.67.89,1
